IV1,IV2,DV
0,1109,11.4
1,1262,12.7
8,2034,12.8
4,1201,9.5
8,731,5.3
12,1581,9.6
2,938,6.6
4,1055,6.6
15,1796,10.7
2,861,13.2
16,1742,9.0
2,1653,9.2
16,2369,13.9
0,1084,7.6
7,696,6.3
3,2004,12.7
5,2506,13.4
13,1325,7.6
3,544,7.2
10,2587,14.1
13,694,7.4
3,659,5.0
12,2061,12.3
11,852,11.1
7,1216,12.6
2,990,6.8
11,840,8.4
11,1663,14.1
9,791,8.9
5,713,12.2
2,891,11.1
21,2647,11.9
7,2408,11.7
0,647,7.1
13,644,6.7
3,1144,7.2
0,295,8.2
15,754,7.1
8,1373,8.3
14,2162,12.6
13,1688,12.5
10,479,6.9
11,1707,10.5
1,282,8.9
0,379,6.4
11,1787,9.7
16,479,5.2
4,1643,13.8
4,495,5.6
2,803,8.4
8,2134,12.9
6,1627,14.3
1,770,6.5
0,619,10.3
12,693,5.7
2,1347,10.1
4,480,5.6
9,2328,14.6
15,2696,14.6
13,1211,6.8
3,772,7.2
23,2136,12.8
3,584,11.2
2,1279,9.4
4,324,5.8
18,2244,12.2
4,3245,15.0
10,908,6.5
13,1064,6.4
4,717,7.1
2,1683,13.7
12,1000,6.0
2,1137,8.6
3,1519,12.8
18,1342,7.1
1,822,8.5
12,519,6.6
3,1576,11.9
0,971,5.4
11,1755,10.5
1,1750,13.3
0,2689,13.4
17,1712,10.1
3,414,5.0
0,556,14.0
1,578,10.1
11,1692,10.7
17,1398,7.6
4,788,5.5
1,1346,8.6
5,1638,7.7
9,460,6.2
0,140,8.8
16,1886,10.6
15,1308,8.2
1,499,9.4
0,649,5.8
4,2389,14.3
8,1884,10.4
4,479,5.9
8,333,5.8
0,1035,8.0
3,968,12.4
0,829,8.1
1,957,12.8
15,1780,9.9
1,254,5.0
0,1381,13.2
8,519,5.8
3,544,9.0
6,1223,8.3
9,1410,11.6
10,1441,14.7
6,539,10.9
0,961,9.2
7,690,7.3
13,1689,9.4
4,1075,13.6
2,547,8.6
13,3214,14.5
0,1161,9.7
16,340,5.4
4,1781,12.6
18,2269,11.7
1,1160,15.0
2,1020,9.8
3,1179,8.3
6,1294,14.7
5,2074,13.5
2,1635,9.7
2,1263,8.7
9,700,9.0
2,642,13.0
0,437,12.7
9,970,7.4
5,762,6.1
14,1621,11.2
1,1010,5.1
0,582,9.7
2,132,6.0
14,2199,12.9
1,890,5.9
2,714,13.4
16,1496,11.3
0,327,5.7
6,919,7.0
1,827,10.9
0,608,12.7
0,1045,12.1
1,614,8.3
0,706,6.3
1,1514,13.0
7,1080,10.1
7,1336,14.2
5,104,5.0
4,1162,6.9
10,971,6.3
10,1106,7.0
1,614,13.7
9,751,7.2
10,980,9.5
2,1020,12.0
13,1124,8.6
0,697,13.4
0,1054,9.2
0,609,7.3
4,677,8.8
0,617,10.3
15,1798,9.9
8,842,6.8
2,1711,14.7
5,982,7.5
5,2022,12.3
7,692,5.7
7,1488,14.8
2,1263,14.1
0,321,6.7
7,1471,11.9
3,1852,14.5
0,987,7.0
4,299,5.5
7,898,10.6
11,1392,9.9
1,964,5.1
17,2686,13.8
11,1312,11.4
1,800,8.8
14,927,5.0
0,521,9.8
8,1255,12.5
8,2409,12.0
9,2506,15.0
2,957,9.3
9,661,6.1
12,1513,11.7
3,540,9.8
4,1295,11.0
2,1257,9.7
18,1951,11.8
10,2348,12.6
0,601,10.8
12,2512,14.6
7,2009,12.3
5,942,7.7
11,1244,7.9
1,1282,14.4
16,2967,13.9
4,901,5.3
